Link Status,Description,IPFS Link,p5.js Versions,Other JS Libraries,Artifact URI HTTP,Artifact URI fxhash,Display URI HTTP,Display URI fxhash,Thumbnail URI HTTP,Thumbnail URI fxhash,Generative URI HTTP,Generative URI fxhash
Request Error: 500 Server Error: Internal Server Error for url: https://www.fxhash.xyz/generative/30671,-,-,-,-,-,-,-,-,-,-,-,-
Request Error: 500 Server Error: Internal Server Error for url: https://www.fxhash.xyz/generative/30672,-,-,-,-,-,-,-,-,-,-,-,-
"Request Error: HTTPSConnectionPool(host='www.fxhash.xyz', port=443): Read timed out. (read timeout=5)",-,-,-,-,-,-,-,-,-,-,-,-
working,Dancing with the  flow of nature,https://gateway.fxhash2.xyz/ipfs/QmTbaLpsoDcygefGiGGTcEiFeGEnxNBXACrbG4juK642Gm,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmY4oB5rciqXmd7BABAAAm1PRXbAKkBHRGpGAGXr1v4MwR/?fxhash=oo51D9RYqwiX5U3of5hoayojD3WhiUL9JeksUbFmjkfnbdQEuQp\u0026fxiteration=1\u0026fxminter=tz1X2wnWTbPVLZJAdFrRjMQv2KBnp4RgP41J,https://gateway.fxhash2.xyz/ipfs/QmY4oB5rciqXmd7BABAAAm1PRXbAKkBHRGpGAGXr1v4MwR/?fxhash=oo51D9RYqwiX5U3of5hoayojD3WhiUL9JeksUbFmjkfnbdQEuQp\u0026fxiteration=1\u0026fxminter=tz1X2wnWTbPVLZJAdFrRjMQv2KBnp4RgP41J,https://gateway.ipfs.io/ipfs/QmXjxAgctaxmmRhzfmgsHkYGdiP7fMm2tAW8di4it5komr,https://gateway.fxhash2.xyz/ipfs/QmXjxAgctaxmmRhzfmgsHkYGdiP7fMm2tAW8di4it5komr,https://gateway.ipfs.io/ipfs/QmY4rxpxw85ueeyu3JYKvGXzXH9gEE3e7kw7dpR2ihNRnC,https://gateway.fxhash2.xyz/ipfs/QmY4rxpxw85ueeyu3JYKvGXzXH9gEE3e7kw7dpR2ihNRnC,https://gateway.ipfs.io/ipfs/QmY4oB5rciqXmd7BABAAAm1PRXbAKkBHRGpGAGXr1v4MwR,https://gateway.fxhash2.xyz/ipfs/QmY4oB5rciqXmd7BABAAAm1PRXbAKkBHRGpGAGXr1v4MwR
working,"A geometric representation of cosmic entities interacting in outer space, inspired by H.P. Lovecraft's cosmic horror. Features: - 17 Color Palettes - 3 Sketch Builder Press 's' to export a 620x877 JPG file. Press '1' to export a 2480x3508 PNG file (A4 Format). Press '2' to export a 3509x4963 PNG file (A3 Format). Press '3' to export a 4960x7016 PNG file (A2 Format). Made with p5.js Seba Ismael, April 2024",https://gateway.fxhash2.xyz/ipfs/QmRyzC233uw9MVzbcWbq85Bp85sWGtiWwrMmEGrARVC311,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmPPd86FZkxfKsihCywpbP1EN8mWdzZa7P7eRAU5Hgva7U/?fxhash=0xc56b8a762d9e4569eb62b6906060eb7af7499fab899d33b461b9ac9272e1cf9b\u0026fxiteration=1\u0026fxminter=tz1V498vUZFwuT2ssRNnFsEf5rni6H3ENJrA,https://gateway.fxhash2.xyz/ipfs/QmPPd86FZkxfKsihCywpbP1EN8mWdzZa7P7eRAU5Hgva7U/?fxhash=0xc56b8a762d9e4569eb62b6906060eb7af7499fab899d33b461b9ac9272e1cf9b\u0026fxiteration=1\u0026fxminter=tz1V498vUZFwuT2ssRNnFsEf5rni6H3ENJrA,https://gateway.ipfs.io/ipfs/QmcQtMuqbZG9d9g5TUQiTgGh4hDVo3TuvU3UfV5k3Vu3iE,https://gateway.fxhash2.xyz/ipfs/QmcQtMuqbZG9d9g5TUQiTgGh4hDVo3TuvU3UfV5k3Vu3iE,https://gateway.ipfs.io/ipfs/QmVzwyeumYb6Xt4isiMG43qFyKBcKjPz3ShTkHHHnCo6MW,https://gateway.fxhash2.xyz/ipfs/QmVzwyeumYb6Xt4isiMG43qFyKBcKjPz3ShTkHHHnCo6MW,https://gateway.ipfs.io/ipfs/QmPPd86FZkxfKsihCywpbP1EN8mWdzZa7P7eRAU5Hgva7U,https://gateway.fxhash2.xyz/ipfs/QmPPd86FZkxfKsihCywpbP1EN8mWdzZa7P7eRAU5Hgva7U
working,"This sketch runs for a randomly limited number of frames before grabbing the final 2048x2048px png with various outcome possibilities including colours, presence or absence of spheres or boxes, and background area covered.",https://gateway.fxhash2.xyz/ipfs/Qmf6bNCGsp8GDPVjEtH1VRJSW7TXYt32qoquc3PKZkMC9i,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmbYhUSnhQiUygzhRPfYfANDAkoyv6pHUVc6nLXTFCAKLX/?fxhash=oox8LiTm7JZwkMFPYSeizTacRD2t2oorVcy7YkTmbNArmJsE5K1\u0026fxiteration=1\u0026fxminter=tz1mmTErnjtuFhigjG6xuarHXWB6ZDNsFgiU,https://gateway.fxhash2.xyz/ipfs/QmbYhUSnhQiUygzhRPfYfANDAkoyv6pHUVc6nLXTFCAKLX/?fxhash=oox8LiTm7JZwkMFPYSeizTacRD2t2oorVcy7YkTmbNArmJsE5K1\u0026fxiteration=1\u0026fxminter=tz1mmTErnjtuFhigjG6xuarHXWB6ZDNsFgiU,https://gateway.ipfs.io/ipfs/QmT7sGk5d2Qaz2k5LhVvLpEeNfB2zDaYPASnb2nzFqub1S,https://gateway.fxhash2.xyz/ipfs/QmT7sGk5d2Qaz2k5LhVvLpEeNfB2zDaYPASnb2nzFqub1S,https://gateway.ipfs.io/ipfs/QmNevj1u1vXZNZe5tkZ6VoKJiLipyC5PJ23ajpb9JdsAx8,https://gateway.fxhash2.xyz/ipfs/QmNevj1u1vXZNZe5tkZ6VoKJiLipyC5PJ23ajpb9JdsAx8,https://gateway.ipfs.io/ipfs/QmbYhUSnhQiUygzhRPfYfANDAkoyv6pHUVc6nLXTFCAKLX,https://gateway.fxhash2.xyz/ipfs/QmbYhUSnhQiUygzhRPfYfANDAkoyv6pHUVc6nLXTFCAKLX
working,generative art made from a candlestick chart,https://gateway.fxhash2.xyz/ipfs/QmNoP92CRkTrpEKbK1AMfwULPcbvqqJwALHNLaQ9TydEVs,3.0.1 / 3.3.0,No other libraries found,https://gateway.ipfs.io/ipfs/QmP9XmAajUWUWXgfKi3y2UBLhMVT4nRhS1gH3SeYzDjoo9/?fxhash=ooQAehrMrZzfM1TrMpB5J1EsohdoW4XSttWQN1NHZFv4ozYe4g1\u0026fxiteration=1\u0026fxminter=tz11XungFax5dYk2kfjvvguC9YUUQ5SehDNz,https://gateway.fxhash2.xyz/ipfs/QmP9XmAajUWUWXgfKi3y2UBLhMVT4nRhS1gH3SeYzDjoo9/?fxhash=ooQAehrMrZzfM1TrMpB5J1EsohdoW4XSttWQN1NHZFv4ozYe4g1\u0026fxiteration=1\u0026fxminter=tz11XungFax5dYk2kfjvvguC9YUUQ5SehDNz,https://gateway.ipfs.io/ipfs/QmaahKwLb3A1rPZnSTvgNxEvZoXCyb9UJJZjirFjH35e9G,https://gateway.fxhash2.xyz/ipfs/QmaahKwLb3A1rPZnSTvgNxEvZoXCyb9UJJZjirFjH35e9G,https://gateway.ipfs.io/ipfs/QmU89bBADn45ewxb186sp6jfpVkBy5SgDfuuxJgpxbpGQh,https://gateway.fxhash2.xyz/ipfs/QmU89bBADn45ewxb186sp6jfpVkBy5SgDfuuxJgpxbpGQh,https://gateway.ipfs.io/ipfs/QmP9XmAajUWUWXgfKi3y2UBLhMVT4nRhS1gH3SeYzDjoo9,https://gateway.fxhash2.xyz/ipfs/QmP9XmAajUWUWXgfKi3y2UBLhMVT4nRhS1gH3SeYzDjoo9
working,"""Blue Lines"" is an exploration of the interplay between order and chaos, utilizing the random walk algorithm. I was continuously engaged in drawing alongside creating Generative Art pieces. Gradually, I became interested in incorporating the concept of randomness generated by computers, which I experienced in the production of Generative Art, into my own drawings. The idea was to actively integrate randomness into the physical control of my drawing process. I use a blue pen (my favorite is the ZEBRA brand's marker ""マッキー極細"") and make time for drawing whenever possible. Sometimes, I even involve my pet cat in the drawing process, creating drawings through interactions with the cat. This ""Blue Lines"" is a work that simulates my computer-inspired drawings on the computer again. By using the computer-generated work as a base and adding more drawings to it, it becomes possible to co-create with both the computer and humans.Randomness is probably one of the keys to serendipity. Therefore, one way to use this piece is to print it out and have collectors add their own drawings to it. By layering hand-drawn elements onto the computer-generated base, ""Blue Lines"" becomes a canvas for collaboration, where human creativity and algorithmic randomness converge. 1696 × 1200 px on Thumbnails 5088 × 3600 px on Live View Mode p5js April 1,2024 hasaqui",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmYJfoySezRx5ztrMXek52b2d2SKYAFRqm8jAw3T6RDSqR,https://gateway.fxhash2.xyz/ipfs/QmYJfoySezRx5ztrMXek52b2d2SKYAFRqm8jAw3T6RDSqR,https://gateway.ipfs.io/ipfs/QmNdGGJkpsGJVhRyUhfpqf8JPzLfB39VejFE5tjhX2ALPn,https://gateway.fxhash2.xyz/ipfs/QmNdGGJkpsGJVhRyUhfpqf8JPzLfB39VejFE5tjhX2ALPn,-,-
working,This piece is an abstraction of light shining through the patterns created on a glass pain as rain falls against it and trickles down...,https://gateway.fxhash2.xyz/ipfs/QmNkWzVhFQvDq9kDE9zGs2971nEcRCXxPVwjty8ktjbjDG,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmS4LUy3gcS2hae2x6vCD7aDsa5j19gFVtd7dKkxagYgau/?fxhash=ooRCyzYiKtTXDyzi9bLNCTKejaz7UTTytrKSwqHAvssddYJyKp5\u0026fxiteration=1\u0026fxminter=tz1ZyRzQNEztnznotWeoGLNYM8xQjZHQSnyN,https://gateway.fxhash2.xyz/ipfs/QmS4LUy3gcS2hae2x6vCD7aDsa5j19gFVtd7dKkxagYgau/?fxhash=ooRCyzYiKtTXDyzi9bLNCTKejaz7UTTytrKSwqHAvssddYJyKp5\u0026fxiteration=1\u0026fxminter=tz1ZyRzQNEztnznotWeoGLNYM8xQjZHQSnyN,https://gateway.ipfs.io/ipfs/QmYT7zY77QpD1B31vRvzY9U2AGScz2EmkemHTM2BfaquPs,https://gateway.fxhash2.xyz/ipfs/QmYT7zY77QpD1B31vRvzY9U2AGScz2EmkemHTM2BfaquPs,https://gateway.ipfs.io/ipfs/QmbiCP146xGxYyZ9QhiQyoFxVCLXNQQTPNeoCrCFg4tdtz,https://gateway.fxhash2.xyz/ipfs/QmbiCP146xGxYyZ9QhiQyoFxVCLXNQQTPNeoCrCFg4tdtz,https://gateway.ipfs.io/ipfs/QmS4LUy3gcS2hae2x6vCD7aDsa5j19gFVtd7dKkxagYgau,https://gateway.fxhash2.xyz/ipfs/QmS4LUy3gcS2hae2x6vCD7aDsa5j19gFVtd7dKkxagYgau
working,"Researching within the realms of randomness, learning more and more each day to yield increasingly original outcomes",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmduyH4CEoRuYG3nuihxpqbpi1W6FBv76ns91upDiEcpFq,https://gateway.fxhash2.xyz/ipfs/QmduyH4CEoRuYG3nuihxpqbpi1W6FBv76ns91upDiEcpFq,https://gateway.ipfs.io/ipfs/QmUNt4in615t98PDffMTwYAxktGfcU2yga84fqE6Eexvpb,https://gateway.fxhash2.xyz/ipfs/QmUNt4in615t98PDffMTwYAxktGfcU2yga84fqE6Eexvpb,-,-
working,"For your origin to where..? Which way will you go..? Randomness applied to background, frame count, pathways taken, number and variation of objects, etc. Randomness applied to history, life span, decisions made, others interacted with and impacted, etc. 2048x2048px png",https://gateway.fxhash2.xyz/ipfs/QmRZekwvi9D6QKTKyz5hJPTt5Msf62gAh8k1K897MtshTq,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmdzZL6aw55YBMkSZeWRYfVXnA9e9VxWSTq9vJGpq3fK7G/?fxhash=ooDd6CsP9bvqbhavtAaXv8x84fDf9whqu1wyWTNshAnWpLSsWsN\u0026fxiteration=1\u0026fxminter=tz1QcuKJjTdqFW9Dc7xYBhgTahv33tQVXD5M,https://gateway.fxhash2.xyz/ipfs/QmdzZL6aw55YBMkSZeWRYfVXnA9e9VxWSTq9vJGpq3fK7G/?fxhash=ooDd6CsP9bvqbhavtAaXv8x84fDf9whqu1wyWTNshAnWpLSsWsN\u0026fxiteration=1\u0026fxminter=tz1QcuKJjTdqFW9Dc7xYBhgTahv33tQVXD5M,https://gateway.ipfs.io/ipfs/QmQmfUpFVkWRctdkgApjoBD4cGScuBHmZ5Ndjipb4m2VfX,https://gateway.fxhash2.xyz/ipfs/QmQmfUpFVkWRctdkgApjoBD4cGScuBHmZ5Ndjipb4m2VfX,https://gateway.ipfs.io/ipfs/QmVaTYLb9FXXAYE26wRKJsQGMagcTMQgca3BpzfPzuGF9E,https://gateway.fxhash2.xyz/ipfs/QmVaTYLb9FXXAYE26wRKJsQGMagcTMQgca3BpzfPzuGF9E,https://gateway.ipfs.io/ipfs/QmdzZL6aw55YBMkSZeWRYfVXnA9e9VxWSTq9vJGpq3fK7G,https://gateway.fxhash2.xyz/ipfs/QmdzZL6aw55YBMkSZeWRYfVXnA9e9VxWSTq9vJGpq3fK7G
Request Error: 500 Server Error: Internal Server Error for url: https://www.fxhash.xyz/generative/30682,-,-,-,-,-,-,-,-,-,-,-,-
